referent_uuid,name_first,name_last,tribes,age,origins,occupations,enslavement_status,relationships
8d0033e96b9041cca95ef47578070dbc,To his Excelly Joseph Dudley Esqr Capt Genll and governour in Chief in &amp; over Ther Matys Province of the Massachusetts Bay in New England and to his Honble Council &amp; Representatives now Sitting in Boston,To his Excelly Joseph Dudley Esqr Capt Genll and governour in Chief in &amp; over Ther Matys Province of the Massachusetts Bay in New England and to his Honble Council &amp; Representatives now Sitting in Boston,,,,,To his Excelly Joseph Dudley Esqr Capt Genll and governour in Chief in &amp; over Ther Matys Province of the Massachusetts Bay in New England and to his Honble Council &amp; Representatives now Sitting in Boston,To his Excelly Joseph Dudley Esqr Capt Genll and governour in Chief in &amp; over Ther Matys Province of the Massachusetts Bay in New England and to his Honble Council &amp; Representatives now Sitting in Boston
8d1d473e4fc3408c92bf779bdc166f01,"[501] GEORGE, Indian boy, mentioned in will of Deacon James Avery of Groton, 1759; he was to serve out his time with Avery&rsquo;s son David. (Groton/New London 1759: 179)","[501] GEORGE, Indian boy, mentioned in will of Deacon James Avery of Groton, 1759; he was to serve out his time with Avery&rsquo;s son David. (Groton/New London 1759: 179)",,,"[501] GEORGE, Indian boy, mentioned in will of Deacon James Avery of Groton, 1759; he was to serve out his time with Avery&rsquo;s son David. (Groton/New London 1759: 179)","[501] GEORGE, Indian boy, mentioned in will of Deacon James Avery of Groton, 1759; he was to serve out his time with Avery&rsquo;s son David. (Groton/New London 1759: 179)","[501] GEORGE, Indian boy, mentioned in will of Deacon James Avery of Groton, 1759; he was to serve out his time with Avery&rsquo;s son David. (Groton/New London 1759: 179)","[501] GEORGE, Indian boy, mentioned in will of Deacon James Avery of Groton, 1759; he was to serve out his time with Avery&rsquo;s son David. (Groton/New London 1759: 179)"
8d2231e384c64989896c7c0ccedf606c,,[109],,,,,[109],[109]
8d2a26b96a3640f08f266ef70aaa106e,"[366-367] A short time after the commission was established in these quarters, there came along three Mexican traders, who had been among the Pinal Apaches, and purchased of them a young Mexican girl named Inez Gonzales. This girl, who was about fifteen years old, had been a captive for nine months. Her parents lived at the town of Santa Cruz, whence she had started in company with her aunt and others, with an escort of soldiers, to attend the feast of San Francisco at Magdalena. They were ambushed by the Pinale&ntilde;os; the men were killed, and the women and children carried away. The Mexicans were taking her to Santa F&eacute;, probably to sell her or to keep her for immoral purposes, as was the common practice with female slaves. Mr. Bartlett had no hesitancy as to releasing her, inasmuch as the United States had expressly agreed, in the treaty of Guadalupe Hidalgo, to release all such captives and to suppress the traffic in them. Inez was returned to her parents by the commissioner when he arrived in Santa Cruz. She subsequently became the mistress of Captain Gomez, who commanded the troops in Northern Sonora. He married her on the death of his wife, and after his death Inez married the Alcalde of Santa Cruz, her social standing not having been at all affected by her romantic adventures.","[366-367] A short time after the commission was established in these quarters, there came along three Mexican traders, who had been among the Pinal Apaches, and purchased of them a young Mexican girl named Inez Gonzales. This girl, who was about fifteen years old, had been a captive for nine months. Her parents lived at the town of Santa Cruz, whence she had started in company with her aunt and others, with an escort of soldiers, to attend the feast of San Francisco at Magdalena. They were ambushed by the Pinale&ntilde;os; the men were killed, and the women and children carried away. The Mexicans were taking her to Santa F&eacute;, probably to sell her or to keep her for immoral purposes, as was the common practice with female slaves. Mr. Bartlett had no hesitancy as to releasing her, inasmuch as the United States had expressly agreed, in the treaty of Guadalupe Hidalgo, to release all such captives and to suppress the traffic in them. Inez was returned to her parents by the commissioner when he arrived in Santa Cruz. She subsequently became the mistress of Captain Gomez, who commanded the troops in Northern Sonora. He married her on the death of his wife, and after his death Inez married the Alcalde of Santa Cruz, her social standing not having been at all affected by her romantic adventures.",,"[366-367] A short time after the commission was established in these quarters, there came along three Mexican traders, who had been among the Pinal Apaches, and purchased of them a young Mexican girl named Inez Gonzales. This girl, who was about fifteen years old, had been a captive for nine months. Her parents lived at the town of Santa Cruz, whence she had started in company with her aunt and others, with an escort of soldiers, to attend the feast of San Francisco at Magdalena. They were ambushed by the Pinale&ntilde;os; the men were killed, and the women and children carried away. The Mexicans were taking her to Santa F&eacute;, probably to sell her or to keep her for immoral purposes, as was the common practice with female slaves. Mr. Bartlett had no hesitancy as to releasing her, inasmuch as the United States had expressly agreed, in the treaty of Guadalupe Hidalgo, to release all such captives and to suppress the traffic in them. Inez was returned to her parents by the commissioner when he arrived in Santa Cruz. She subsequently became the mistress of Captain Gomez, who commanded the troops in Northern Sonora. He married her on the death of his wife, and after his death Inez married the Alcalde of Santa Cruz, her social standing not having been at all affected by her romantic adventures.","[366-367] A short time after the commission was established in these quarters, there came along three Mexican traders, who had been among the Pinal Apaches, and purchased of them a young Mexican girl named Inez Gonzales. This girl, who was about fifteen years old, had been a captive for nine months. Her parents lived at the town of Santa Cruz, whence she had started in company with her aunt and others, with an escort of soldiers, to attend the feast of San Francisco at Magdalena. They were ambushed by the Pinale&ntilde;os; the men were killed, and the women and children carried away. The Mexicans were taking her to Santa F&eacute;, probably to sell her or to keep her for immoral purposes, as was the common practice with female slaves. Mr. Bartlett had no hesitancy as to releasing her, inasmuch as the United States had expressly agreed, in the treaty of Guadalupe Hidalgo, to release all such captives and to suppress the traffic in them. Inez was returned to her parents by the commissioner when he arrived in Santa Cruz. She subsequently became the mistress of Captain Gomez, who commanded the troops in Northern Sonora. He married her on the death of his wife, and after his death Inez married the Alcalde of Santa Cruz, her social standing not having been at all affected by her romantic adventures.",,"[366-367] A short time after the commission was established in these quarters, there came along three Mexican traders, who had been among the Pinal Apaches, and purchased of them a young Mexican girl named Inez Gonzales. This girl, who was about fifteen years old, had been a captive for nine months. Her parents lived at the town of Santa Cruz, whence she had started in company with her aunt and others, with an escort of soldiers, to attend the feast of San Francisco at Magdalena. They were ambushed by the Pinale&ntilde;os; the men were killed, and the women and children carried away. The Mexicans were taking her to Santa F&eacute;, probably to sell her or to keep her for immoral purposes, as was the common practice with female slaves. Mr. Bartlett had no hesitancy as to releasing her, inasmuch as the United States had expressly agreed, in the treaty of Guadalupe Hidalgo, to release all such captives and to suppress the traffic in them. Inez was returned to her parents by the commissioner when he arrived in Santa Cruz. She subsequently became the mistress of Captain Gomez, who commanded the troops in Northern Sonora. He married her on the death of his wife, and after his death Inez married the Alcalde of Santa Cruz, her social standing not having been at all affected by her romantic adventures.","[366-367] A short time after the commission was established in these quarters, there came along three Mexican traders, who had been among the Pinal Apaches, and purchased of them a young Mexican girl named Inez Gonzales. This girl, who was about fifteen years old, had been a captive for nine months. Her parents lived at the town of Santa Cruz, whence she had started in company with her aunt and others, with an escort of soldiers, to attend the feast of San Francisco at Magdalena. They were ambushed by the Pinale&ntilde;os; the men were killed, and the women and children carried away. The Mexicans were taking her to Santa F&eacute;, probably to sell her or to keep her for immoral purposes, as was the common practice with female slaves. Mr. Bartlett had no hesitancy as to releasing her, inasmuch as the United States had expressly agreed, in the treaty of Guadalupe Hidalgo, to release all such captives and to suppress the traffic in them. Inez was returned to her parents by the commissioner when he arrived in Santa Cruz. She subsequently became the mistress of Captain Gomez, who commanded the troops in Northern Sonora. He married her on the death of his wife, and after his death Inez married the Alcalde of Santa Cruz, her social standing not having been at all affected by her romantic adventures."
8d37ddf1bd604666b50d454092dfabc8,,[39] To the Right Honble The Lords Commissrs of Trade and Plantations.,,,,,[39] To the Right Honble The Lords Commissrs of Trade and Plantations.,[39] To the Right Honble The Lords Commissrs of Trade and Plantations.
8d4fc9cf735c41f89b77407f6f8b70d2,,,,"<span>An Ingenious likely Indian Boy, aged about thirteen years to be Sold by William Hutchinson Esq; and to be seen at his House in Dock Square Boston.</span>",,,"<span>An Ingenious likely Indian Boy, aged about thirteen years to be Sold by William Hutchinson Esq; and to be seen at his House in Dock Square Boston.</span>","<span>An Ingenious likely Indian Boy, aged about thirteen years to be Sold by William Hutchinson Esq; and to be seen at his House in Dock Square Boston.</span>"
8d6410a9b82c4fbc97e056f727b0e54c,"<em>October 26.</em> An Indian or Mustee fellow, about 36 years of age, named SIMON FLOWERS, has a small beard, and born at Santee, says he is free, (but has nothing to prove it) that his father and mother were Indians, named Tom and Betty Flowers, his father dead, but his mother alive, has two brothers named Ben and Will, they all live on Santee. He says when he was little his father bound him to one John Thomas, who lives six miles over Santee river (near John Morrice and Stephen Willes, planters) and that all his relations live close by; he says his master has used him very ill, and would not let him go when his time was out, but intended to keep him as a slave.&mdash;He is marked on the right cheek W, on his left with a single stroke thus 1, which he says his father did to all his children when they were small, with a needle and gunpowder: He has on an old negro cloth jacket, dyed yellow, blue breeches, osnaburgh shirt, and has been whipped very much about his back. Taken up at Mr George Marshall's up the path.","<em>October 26.</em> An Indian or Mustee fellow, about 36 years of age, named SIMON FLOWERS, has a small beard, and born at Santee, says he is free, (but has nothing to prove it) that his father and mother were Indians, named Tom and Betty Flowers, his father dead, but his mother alive, has two brothers named Ben and Will, they all live on Santee. He says when he was little his father bound him to one John Thomas, who lives six miles over Santee river (near John Morrice and Stephen Willes, planters) and that all his relations live close by; he says his master has used him very ill, and would not let him go when his time was out, but intended to keep him as a slave.&mdash;He is marked on the right cheek W, on his left with a single stroke thus 1, which he says his father did to all his children when they were small, with a needle and gunpowder: He has on an old negro cloth jacket, dyed yellow, blue breeches, osnaburgh shirt, and has been whipped very much about his back. Taken up at Mr George Marshall's up the path.",,,,,"<em>October 26.</em> An Indian or Mustee fellow, about 36 years of age, named SIMON FLOWERS, has a small beard, and born at Santee, says he is free, (but has nothing to prove it) that his father and mother were Indians, named Tom and Betty Flowers, his father dead, but his mother alive, has two brothers named Ben and Will, they all live on Santee. He says when he was little his father bound him to one John Thomas, who lives six miles over Santee river (near John Morrice and Stephen Willes, planters) and that all his relations live close by; he says his master has used him very ill, and would not let him go when his time was out, but intended to keep him as a slave.&mdash;He is marked on the right cheek W, on his left with a single stroke thus 1, which he says his father did to all his children when they were small, with a needle and gunpowder: He has on an old negro cloth jacket, dyed yellow, blue breeches, osnaburgh shirt, and has been whipped very much about his back. Taken up at Mr George Marshall's up the path.","<em>October 26.</em> An Indian or Mustee fellow, about 36 years of age, named SIMON FLOWERS, has a small beard, and born at Santee, says he is free, (but has nothing to prove it) that his father and mother were Indians, named Tom and Betty Flowers, his father dead, but his mother alive, has two brothers named Ben and Will, they all live on Santee. He says when he was little his father bound him to one John Thomas, who lives six miles over Santee river (near John Morrice and Stephen Willes, planters) and that all his relations live close by; he says his master has used him very ill, and would not let him go when his time was out, but intended to keep him as a slave.&mdash;He is marked on the right cheek W, on his left with a single stroke thus 1, which he says his father did to all his children when they were small, with a needle and gunpowder: He has on an old negro cloth jacket, dyed yellow, blue breeches, osnaburgh shirt, and has been whipped very much about his back. Taken up at Mr George Marshall's up the path."
8d688ea76b9b45e7993ea84450f37166,"[Vol. 2, pg. 140]","[Vol. 2, pg. 140]",,,,,"[Vol. 2, pg. 140]","[Vol. 2, pg. 140]"
8d69f34525b4436fb11f8fcfecdaf864,"RUN-AWAY from the subscriber's plantation, in St. James, Santee, a young mulatto wench, named MARY, an indented servant. As she is so well known in town and country, particularly at Ashley river, where she formerly lived, and was inticed away by her mother, an Indian wench, named SARAH, through the means of some evil-minded, malicious, villainous persons, of a mean degree, and it may justly be supposed that she is now with those sort of people, and by them harboured and entertained. Whoever will give information upon oath, of her being harboured or entertained by white or black, so that she may be taken up, shall receive a reward of FIFTY POUNDS currency, as I am determined to prosecute them to the utmost rigor of the law, and the mother also, for inticing her away. Whoever will secure said mulatto maid servant, in the work-house in Charles-Town, shall receive a reward of TWENTY POUNDS, or for delivering her to me, at my plantation, THIRTY POUNDS.",,,,"RUN-AWAY from the subscriber's plantation, in St. James, Santee, a young mulatto wench, named MARY, an indented servant. As she is so well known in town and country, particularly at Ashley river, where she formerly lived, and was inticed away by her mother, an Indian wench, named SARAH, through the means of some evil-minded, malicious, villainous persons, of a mean degree, and it may justly be supposed that she is now with those sort of people, and by them harboured and entertained. Whoever will give information upon oath, of her being harboured or entertained by white or black, so that she may be taken up, shall receive a reward of FIFTY POUNDS currency, as I am determined to prosecute them to the utmost rigor of the law, and the mother also, for inticing her away. Whoever will secure said mulatto maid servant, in the work-house in Charles-Town, shall receive a reward of TWENTY POUNDS, or for delivering her to me, at my plantation, THIRTY POUNDS.",,"RUN-AWAY from the subscriber's plantation, in St. James, Santee, a young mulatto wench, named MARY, an indented servant. As she is so well known in town and country, particularly at Ashley river, where she formerly lived, and was inticed away by her mother, an Indian wench, named SARAH, through the means of some evil-minded, malicious, villainous persons, of a mean degree, and it may justly be supposed that she is now with those sort of people, and by them harboured and entertained. Whoever will give information upon oath, of her being harboured or entertained by white or black, so that she may be taken up, shall receive a reward of FIFTY POUNDS currency, as I am determined to prosecute them to the utmost rigor of the law, and the mother also, for inticing her away. Whoever will secure said mulatto maid servant, in the work-house in Charles-Town, shall receive a reward of TWENTY POUNDS, or for delivering her to me, at my plantation, THIRTY POUNDS.","RUN-AWAY from the subscriber's plantation, in St. James, Santee, a young mulatto wench, named MARY, an indented servant. As she is so well known in town and country, particularly at Ashley river, where she formerly lived, and was inticed away by her mother, an Indian wench, named SARAH, through the means of some evil-minded, malicious, villainous persons, of a mean degree, and it may justly be supposed that she is now with those sort of people, and by them harboured and entertained. Whoever will give information upon oath, of her being harboured or entertained by white or black, so that she may be taken up, shall receive a reward of FIFTY POUNDS currency, as I am determined to prosecute them to the utmost rigor of the law, and the mother also, for inticing her away. Whoever will secure said mulatto maid servant, in the work-house in Charles-Town, shall receive a reward of TWENTY POUNDS, or for delivering her to me, at my plantation, THIRTY POUNDS."
8d6c12e4de78470fa7c08961d6926358,<strong>State</strong> CT,,,,,,<strong>State</strong> CT,<strong>State</strong> CT
8d7d3c4166ac46789c38ca2e0cb66c42,,,,,,,[62] WARWICK - CONTINUED.,[62] WARWICK - CONTINUED.
8d7d6b5fd9de4056a6c99a3fcd5f04a1,<strong> </strong>,,,,,,<strong> </strong>,<strong> </strong>
8d8c0155e35d45098e7258ec7f898cf2,"[535] NAN, maid servant of Capt. George Denison of Stonington, had illegitimate child by Indian Pemuck. The child was to serve Denison for 21 yrs., according to a decision of the ct., 1668. (N.L. Co. Ct., Sept. 1668; June 1669)","[535] NAN, maid servant of Capt. George Denison of Stonington, had illegitimate child by Indian Pemuck. The child was to serve Denison for 21 yrs., according to a decision of the ct., 1668. (N.L. Co. Ct., Sept. 1668; June 1669)",,,"[535] NAN, maid servant of Capt. George Denison of Stonington, had illegitimate child by Indian Pemuck. The child was to serve Denison for 21 yrs., according to a decision of the ct., 1668. (N.L. Co. Ct., Sept. 1668; June 1669)","[535] NAN, maid servant of Capt. George Denison of Stonington, had illegitimate child by Indian Pemuck. The child was to serve Denison for 21 yrs., according to a decision of the ct., 1668. (N.L. Co. Ct., Sept. 1668; June 1669)","[535] NAN, maid servant of Capt. George Denison of Stonington, had illegitimate child by Indian Pemuck. The child was to serve Denison for 21 yrs., according to a decision of the ct., 1668. (N.L. Co. Ct., Sept. 1668; June 1669)","[535] NAN, maid servant of Capt. George Denison of Stonington, had illegitimate child by Indian Pemuck. The child was to serve Denison for 21 yrs., according to a decision of the ct., 1668. (N.L. Co. Ct., Sept. 1668; June 1669)"
8d9b9625803f4fa08e5691e34f504d3a,[227] JOHNSTON.,[227] JOHNSTON.,,[227] JOHNSTON.,[227] JOHNSTON.,,[227] JOHNSTON.,[227] JOHNSTON.
8db5570dfd574abe89a9e8b4ec59bf67,[53] At the Genrl Court of Tryalls Held at providence the Second Tuesday in March beinge the 8th day 1658-59: ... full and just sum of Eight pownds twelve shillings to be payd at or before the next Genrl Court of Election to be held at providence to make Restitiution to William Cadman for the loss of his liquors afore-sayd or else the sayd Sacham shall breinge and Deliver to the sayd Court of Election the afore-sayd Tatamoneshkish an Indian and the Sayd Quashawett doth binde him Selfe body for body for the sayd Indian: Tatamoneshkish. The Court doe Sentance the afore-sayd Tatamoneshkish an Indian to be whipt with fifteene stripes:,,,,,,[53] At the Genrl Court of Tryalls Held at providence the Second Tuesday in March beinge the 8th day 1658-59: ... full and just sum of Eight pownds twelve shillings to be payd at or before the next Genrl Court of Election to be held at providence to make Restitiution to William Cadman for the loss of his liquors afore-sayd or else the sayd Sacham shall breinge and Deliver to the sayd Court of Election the afore-sayd Tatamoneshkish an Indian and the Sayd Quashawett doth binde him Selfe body for body for the sayd Indian: Tatamoneshkish. The Court doe Sentance the afore-sayd Tatamoneshkish an Indian to be whipt with fifteene stripes:,[53] At the Genrl Court of Tryalls Held at providence the Second Tuesday in March beinge the 8th day 1658-59: ... full and just sum of Eight pownds twelve shillings to be payd at or before the next Genrl Court of Election to be held at providence to make Restitiution to William Cadman for the loss of his liquors afore-sayd or else the sayd Sacham shall breinge and Deliver to the sayd Court of Election the afore-sayd Tatamoneshkish an Indian and the Sayd Quashawett doth binde him Selfe body for body for the sayd Indian: Tatamoneshkish. The Court doe Sentance the afore-sayd Tatamoneshkish an Indian to be whipt with fifteene stripes:
8db865d8ecb74f46a0f646d0b46d0b19,[186] TIVERTON - CONTINUED.,[186] TIVERTON - CONTINUED.,,[186] TIVERTON - CONTINUED.,[186] TIVERTON - CONTINUED.,,[186] TIVERTON - CONTINUED.,[186] TIVERTON - CONTINUED.
8dbb5199af704e4989ee8971ec287736,Summer Islands.,Summer Islands.,,,Summer Islands.,,Summer Islands.,Summer Islands.
8dc8cafb98f64180af2b3ef214eb36a6,,"Run away about the beginning of this Instant, from the Boat at Cochran's Island, an Indian Fellow, named Primus; a middle seiz'd and sensible Fellow, and speaks good English: Whoever brings him either to Goal in Charles Town, or to Mrs. Sarles at Habkaw, or to Mr. Rowland Serjeant at Port-Royal, shall have 10l. reward, and reasonable Charges.",,,"Run away about the beginning of this Instant, from the Boat at Cochran's Island, an Indian Fellow, named Primus; a middle seiz'd and sensible Fellow, and speaks good English: Whoever brings him either to Goal in Charles Town, or to Mrs. Sarles at Habkaw, or to Mr. Rowland Serjeant at Port-Royal, shall have 10l. reward, and reasonable Charges.",,"Run away about the beginning of this Instant, from the Boat at Cochran's Island, an Indian Fellow, named Primus; a middle seiz'd and sensible Fellow, and speaks good English: Whoever brings him either to Goal in Charles Town, or to Mrs. Sarles at Habkaw, or to Mr. Rowland Serjeant at Port-Royal, shall have 10l. reward, and reasonable Charges.","Run away about the beginning of this Instant, from the Boat at Cochran's Island, an Indian Fellow, named Primus; a middle seiz'd and sensible Fellow, and speaks good English: Whoever brings him either to Goal in Charles Town, or to Mrs. Sarles at Habkaw, or to Mr. Rowland Serjeant at Port-Royal, shall have 10l. reward, and reasonable Charges."
8dc962b084ce47a69af5dc1cfb483676,"[1] I was born at Menomey on Cope Cod Dec. 26. 1711. My Father's Name was John Samson, my Mother's Maiden Name was Sarah Je|thro. I suppose I was Baptized in my Infan|cy, my Mother being in full Communion with an Indian Church at Nosset, as I have been informed; for my Mother died when I was but about three Years old: Soon after which my Father bound me out to Mr. Paul Crow, a Religious Family in which I was taught to Read, and learned the Assembly's Catechism thro'.","[1] I was born at Menomey on Cope Cod Dec. 26. 1711. My Father's Name was John Samson, my Mother's Maiden Name was Sarah Je|thro. I suppose I was Baptized in my Infan|cy, my Mother being in full Communion with an Indian Church at Nosset, as I have been informed; for my Mother died when I was but about three Years old: Soon after which my Father bound me out to Mr. Paul Crow, a Religious Family in which I was taught to Read, and learned the Assembly's Catechism thro'.",,"[1] I was born at Menomey on Cope Cod Dec. 26. 1711. My Father's Name was John Samson, my Mother's Maiden Name was Sarah Je|thro. I suppose I was Baptized in my Infan|cy, my Mother being in full Communion with an Indian Church at Nosset, as I have been informed; for my Mother died when I was but about three Years old: Soon after which my Father bound me out to Mr. Paul Crow, a Religious Family in which I was taught to Read, and learned the Assembly's Catechism thro'.","[1] I was born at Menomey on Cope Cod Dec. 26. 1711. My Father's Name was John Samson, my Mother's Maiden Name was Sarah Je|thro. I suppose I was Baptized in my Infan|cy, my Mother being in full Communion with an Indian Church at Nosset, as I have been informed; for my Mother died when I was but about three Years old: Soon after which my Father bound me out to Mr. Paul Crow, a Religious Family in which I was taught to Read, and learned the Assembly's Catechism thro'.",,"[1] I was born at Menomey on Cope Cod Dec. 26. 1711. My Father's Name was John Samson, my Mother's Maiden Name was Sarah Je|thro. I suppose I was Baptized in my Infan|cy, my Mother being in full Communion with an Indian Church at Nosset, as I have been informed; for my Mother died when I was but about three Years old: Soon after which my Father bound me out to Mr. Paul Crow, a Religious Family in which I was taught to Read, and learned the Assembly's Catechism thro'.","[1] I was born at Menomey on Cope Cod Dec. 26. 1711. My Father's Name was John Samson, my Mother's Maiden Name was Sarah Je|thro. I suppose I was Baptized in my Infan|cy, my Mother being in full Communion with an Indian Church at Nosset, as I have been informed; for my Mother died when I was but about three Years old: Soon after which my Father bound me out to Mr. Paul Crow, a Religious Family in which I was taught to Read, and learned the Assembly's Catechism thro'."
8dc9ab8e05f84f168f52497d100b0138,"[37] 129 Dic. 11-El mismo pone por asiento &aacute; Miguel, hu&eacute;rfano, de naci&oacute;n curero, de la encomienda de Luisa Hern&aacute;ndez, de unos once a&ntilde;os, con Bernab&eacute; de Segura, &aacute; quien ha de servir hasta que tenga edad de tributar &oacute; se case.","[37] 129 Dic. 11-El mismo pone por asiento &aacute; Miguel, hu&eacute;rfano, de naci&oacute;n curero, de la encomienda de Luisa Hern&aacute;ndez, de unos once a&ntilde;os, con Bernab&eacute; de Segura, &aacute; quien ha de servir hasta que tenga edad de tributar &oacute; se case.",,,,,"[37] 129 Dic. 11-El mismo pone por asiento &aacute; Miguel, hu&eacute;rfano, de naci&oacute;n curero, de la encomienda de Luisa Hern&aacute;ndez, de unos once a&ntilde;os, con Bernab&eacute; de Segura, &aacute; quien ha de servir hasta que tenga edad de tributar &oacute; se case.","[37] 129 Dic. 11-El mismo pone por asiento &aacute; Miguel, hu&eacute;rfano, de naci&oacute;n curero, de la encomienda de Luisa Hern&aacute;ndez, de unos once a&ntilde;os, con Bernab&eacute; de Segura, &aacute; quien ha de servir hasta que tenga edad de tributar &oacute; se case."
8dcc83dfe94e4485a6d1c0fb8245c4c0,[3] <span>Sixty Dollars Reward. </span>,[3] <span>Sixty Dollars Reward. </span>,,,,,[3] <span>Sixty Dollars Reward. </span>,[3] <span>Sixty Dollars Reward. </span>
8dccb91c6faf4cd9b96b3ee411cd466b,,,,,,,Return of Indians continued,Return of Indians continued
8dd27e611beb4ead9aeeb62ad9cd97f1,,,,"A Carolina Indian boy aged about fourteen years to be sold, Inquire at the Post-Office in Boston and know further.","A Carolina Indian boy aged about fourteen years to be sold, Inquire at the Post-Office in Boston and know further.",,"A Carolina Indian boy aged about fourteen years to be sold, Inquire at the Post-Office in Boston and know further.",
8dd3504025554a7f8f216267166dfca3,,,GENERAL NEWS.,,,GENERAL NEWS.,GENERAL NEWS.,GENERAL NEWS.
8de71da4b103498eb1ba2f03beb9a34e,"Rachel Baker, her three children, five grandchildren, and two great-grandchildren, and Henny Baker and her five children and two grandchildren, declare that &ldquo;they are descended from an Indian woman named Moll or Mary that the Said Moll or Mary was a free native of America.&rdquo; They represent that &ldquo;your petitioners have been entitled to their freedom from their birth and are now deprived thereof and held as slaves by John Paca of Queen Ann's County.&rdquo; They ask the court to subpoena John Paca and to free them from bondage.",,,,,,"Rachel Baker, her three children, five grandchildren, and two great-grandchildren, and Henny Baker and her five children and two grandchildren, declare that &ldquo;they are descended from an Indian woman named Moll or Mary that the Said Moll or Mary was a free native of America.&rdquo; They represent that &ldquo;your petitioners have been entitled to their freedom from their birth and are now deprived thereof and held as slaves by John Paca of Queen Ann's County.&rdquo; They ask the court to subpoena John Paca and to free them from bondage.","Rachel Baker, her three children, five grandchildren, and two great-grandchildren, and Henny Baker and her five children and two grandchildren, declare that &ldquo;they are descended from an Indian woman named Moll or Mary that the Said Moll or Mary was a free native of America.&rdquo; They represent that &ldquo;your petitioners have been entitled to their freedom from their birth and are now deprived thereof and held as slaves by John Paca of Queen Ann's County.&rdquo; They ask the court to subpoena John Paca and to free them from bondage."
8df25b02a69c4fde973f6b6918917343,Ten Dollars Reward.,Ten Dollars Reward.,,,,,Ten Dollars Reward.,Ten Dollars Reward.
8dfc01ceee2146269d3925fec0f4658d,"RANAWAY from the subscribers, on the 12th Oct. two indented Indian boys, one named LEWIS WITNESS, 18 years old, about five feet 7 or 8 inches high; had on a blue short jacket, red under jacket, linen trowsers; took away a blue coat, two under jackets and one pair trowsers. The other lad named BENJAMIN PHARAOH, about 16 years old, about 5 feet 5 or 6 inches high; had on a brown short jacket, linen trowsers; took awy with him, other clothes,&mdash;Whoever will secure aid lads, so that the owners can obtain them again, shall be paid Ten Dollars, or for either five dollars. All masters of vessels are forbid carrying them to sea, on penalty of the law. Said boys took a whale boat on Montauk; it is expected they landed at Stonington or New-London.","RANAWAY from the subscribers, on the 12th Oct. two indented Indian boys, one named LEWIS WITNESS, 18 years old, about five feet 7 or 8 inches high; had on a blue short jacket, red under jacket, linen trowsers; took away a blue coat, two under jackets and one pair trowsers. The other lad named BENJAMIN PHARAOH, about 16 years old, about 5 feet 5 or 6 inches high; had on a brown short jacket, linen trowsers; took awy with him, other clothes,&mdash;Whoever will secure aid lads, so that the owners can obtain them again, shall be paid Ten Dollars, or for either five dollars. All masters of vessels are forbid carrying them to sea, on penalty of the law. Said boys took a whale boat on Montauk; it is expected they landed at Stonington or New-London.",,"RANAWAY from the subscribers, on the 12th Oct. two indented Indian boys, one named LEWIS WITNESS, 18 years old, about five feet 7 or 8 inches high; had on a blue short jacket, red under jacket, linen trowsers; took away a blue coat, two under jackets and one pair trowsers. The other lad named BENJAMIN PHARAOH, about 16 years old, about 5 feet 5 or 6 inches high; had on a brown short jacket, linen trowsers; took awy with him, other clothes,&mdash;Whoever will secure aid lads, so that the owners can obtain them again, shall be paid Ten Dollars, or for either five dollars. All masters of vessels are forbid carrying them to sea, on penalty of the law. Said boys took a whale boat on Montauk; it is expected they landed at Stonington or New-London.",,,"RANAWAY from the subscribers, on the 12th Oct. two indented Indian boys, one named LEWIS WITNESS, 18 years old, about five feet 7 or 8 inches high; had on a blue short jacket, red under jacket, linen trowsers; took away a blue coat, two under jackets and one pair trowsers. The other lad named BENJAMIN PHARAOH, about 16 years old, about 5 feet 5 or 6 inches high; had on a brown short jacket, linen trowsers; took awy with him, other clothes,&mdash;Whoever will secure aid lads, so that the owners can obtain them again, shall be paid Ten Dollars, or for either five dollars. All masters of vessels are forbid carrying them to sea, on penalty of the law. Said boys took a whale boat on Montauk; it is expected they landed at Stonington or New-London.","RANAWAY from the subscribers, on the 12th Oct. two indented Indian boys, one named LEWIS WITNESS, 18 years old, about five feet 7 or 8 inches high; had on a blue short jacket, red under jacket, linen trowsers; took away a blue coat, two under jackets and one pair trowsers. The other lad named BENJAMIN PHARAOH, about 16 years old, about 5 feet 5 or 6 inches high; had on a brown short jacket, linen trowsers; took awy with him, other clothes,&mdash;Whoever will secure aid lads, so that the owners can obtain them again, shall be paid Ten Dollars, or for either five dollars. All masters of vessels are forbid carrying them to sea, on penalty of the law. Said boys took a whale boat on Montauk; it is expected they landed at Stonington or New-London."
8e0ccd16e8e24d7fa30e2282db3d6a89,,,,,,,[221] HOPKINTON - CONTINUED.,[221] HOPKINTON - CONTINUED.
8e0d9dfb1d5a490e9f86d9f50196b766,"[225] Baptisms... July 12, 1741, Tobiah Sockant, an Indian servant to Nehimiah Williams.","[225] Baptisms... July 12, 1741, Tobiah Sockant, an Indian servant to Nehimiah Williams.",,,,,"[225] Baptisms... July 12, 1741, Tobiah Sockant, an Indian servant to Nehimiah Williams.","[225] Baptisms... July 12, 1741, Tobiah Sockant, an Indian servant to Nehimiah Williams."
8e11a3099ced46479e19c34e5438de73,,,,,,,[57] PORTSOUTH - CONTINUED.,[57] PORTSOUTH - CONTINUED.
